,match_id,radiant_team,dire_team
35,8601112047,"[53, 27, 94, 123, 60]","[49, 14, 31, 13, 45]"
36,8601112014,"[136, 14, 145, 20, 13]","[128, 73, 114, 75, 76]"
37,8601111998,"[36, 107, 49, 73, 75]","[70, 2, 101, 53, 42]"
38,8601111783,"[71, 84, 26, 36, 51]","[70, 40, 104, 101, 31]"
39,8601111779,"[77, 56, 36, 26, 74]","[21, 11, 71, 70, 60]"
40,8601111709,"[14, 74, 47, 135, 120]","[64, 94, 68, 128, 106]"
41,8601111634,"[61, 111, 93, 71, 105]","[59, 114, 3, 100, 67]"
42,8601111622,"[97, 129, 72, 26, 100]","[123, 19, 21, 41, 104]"
43,8601111605,"[16, 64, 2, 31, 53]","[106, 26, 51, 11, 21]"
44,8601111323,"[59, 64, 102, 2, 105]","[48, 30, 78, 45, 39]"
45,8601111272,"[104, 4, 31, 101, 13]","[30, 52, 53, 70, 71]"
46,8601111133,"[52, 53, 14, 105, 12]","[70, 87, 49, 86, 20]"
47,8601111113,"[36, 62, 27, 102, 32]","[67, 53, 110, 22, 64]"
48,8601111112,"[10, 101, 14, 107, 131]","[79, 16, 61, 109, 5]"
49,8601111111,"[31, 11, 10, 98, 14]","[7, 105, 106, 19, 48]"
50,8601111030,"[71, 74, 129, 27, 109]","[14, 49, 86, 23, 31]"
51,8601110987,"[16, 53, 22, 108, 10]","[19, 35, 47, 121, 13]"
52,8601110981,"[50, 11, 73, 53, 44]","[135, 4, 28, 37, 21]"
53,8601110971,"[8, 88, 26, 49, 105]","[113, 21, 36, 51, 97]"
54,8601110922,"[40, 126, 7, 109, 65]","[102, 59, 63, 104, 101]"
55,8601110900,"[30, 47, 73, 10, 64]","[42, 35, 123, 20, 14]"
56,8601110877,"[57, 11, 119, 74, 18]","[53, 87, 129, 39, 46]"
57,8601110812,"[135, 26, 102, 12, 59]","[109, 27, 98, 30, 53]"
58,8601110750,"[14, 45, 2, 51, 1]","[22, 36, 70, 5, 106]"
59,8601110715,"[52, 54, 2, 26, 40]","[12, 14, 20, 36, 112]"
60,8601110693,"[35, 73, 129, 36, 20]","[26, 8, 97, 68, 100]"
61,8601110671,"[27, 37, 22, 40, 8]","[30, 105, 96, 35, 54]"
62,8601110638,"[40, 29, 64, 6, 53]","[8, 37, 88, 120, 43]"
63,8601110626,"[7, 23, 84, 32, 11]","[45, 98, 22, 1, 31]"
64,8601110608,"[26, 128, 129, 85, 49]","[19, 98, 6, 21, 17]"
65,8601110579,"[39, 7, 70, 98, 45]","[37, 59, 106, 123, 48]"
66,8601110552,"[69, 47, 79, 101, 82]","[70, 96, 49, 110, 58]"
67,8601110538,"[96, 72, 14, 26, 145]","[1, 13, 27, 49, 86]"
68,8601110455,"[110, 25, 7, 48, 120]","[74, 86, 84, 43, 93]"
69,8601110384,"[92, 82, 14, 10, 30]","[110, 12, 97, 34, 26]"
70,8601110366,"[42, 79, 44, 74, 3]","[97, 75, 53, 18, 20]"
71,8601110355,"[40, 71, 72, 101, 16]","[104, 8, 65, 74, 60]"
72,8601110328,"[104, 10, 26, 64, 126]","[49, 87, 35, 31, 2]"
73,8601110288,"[40, 27, 96, 42, 13]","[129, 17, 111, 63, 70]"
74,8601110247,"[8, 68, 47, 98, 74]","[70, 52, 120, 14, 86]"
75,8601110155,"[38, 7, 93, 109, 17]","[87, 11, 74, 129, 8]"
76,8601110053,"[22, 23, 15, 53, 101]","[14, 126, 40, 21, 70]"
77,8601109803,"[45, 2, 119, 43, 10]","[51, 129, 114, 128, 145]"
78,8601109781,"[88, 99, 21, 1, 131]","[101, 114, 14, 129, 113]"
79,8601109750,"[44, 35, 22, 34, 96]","[32, 64, 21, 40, 113]"
80,8601109749,"[56, 9, 137, 47, 84]","[72, 101, 86, 39, 64]"
81,8601109741,"[128, 52, 8, 62, 104]","[12, 101, 64, 7, 112]"
82,8601109690,"[8, 126, 136, 88, 53]","[14, 6, 41, 123, 2]"
83,8601109652,"[2, 43, 101, 8, 53]","[42, 20, 17, 64, 100]"
84,8601109631,"[19, 84, 14, 70, 36]","[98, 93, 120, 128, 53]"
85,8601109607,"[21, 41, 40, 50, 94]","[45, 34, 104, 53, 7]"
86,8601109507,"[33, 88, 10, 89, 71]","[110, 128, 17, 94, 87]"
87,8601109496,"[131, 120, 18, 108, 53]","[67, 22, 90, 2, 128]"
88,8601109465,"[97, 56, 35, 6, 71]","[26, 7, 100, 11, 41]"
89,8601109439,"[10, 86, 64, 26, 16]","[8, 28, 87, 34, 32]"
90,8601109333,"[8, 7, 86, 30, 23]","[75, 34, 5, 1, 104]"
91,8601109311,"[49, 105, 131, 99, 68]","[35, 8, 39, 60, 53]"
92,8601109290,"[2, 56, 14, 7, 8]","[40, 72, 83, 36, 15]"
93,8601109248,"[98, 119, 46, 26, 86]","[25, 85, 70, 128, 104]"
94,8601108956,"[8, 63, 52, 7, 5]","[46, 106, 138, 40, 60]"
95,8601108887,"[89, 29, 53, 13, 64]","[98, 40, 101, 111, 70]"
96,8601108841,"[70, 75, 39, 64, 99]","[101, 106, 21, 129, 128]"
97,8601108792,"[75, 95, 39, 129, 52]","[101, 73, 119, 96, 64]"
98,8601108768,"[14, 74, 70, 58, 52]","[95, 21, 9, 49, 37]"
99,8601108684,"[136, 54, 21, 37, 105]","[59, 2, 40, 13, 14]"
0,8601108663,"[57, 62, 14, 39, 95]","[11, 52, 2, 123, 73]"
1,8601108511,"[69, 31, 36, 119, 63]","[109, 2, 39, 45, 70]"
2,8601108469,"[128, 27, 47, 67, 52]","[86, 75, 34, 46, 2]"
3,8601108422,"[67, 101, 9, 131, 60]","[74, 1, 50, 105, 85]"
4,8601108420,"[70, 104, 31, 126, 20]","[11, 87, 98, 51, 106]"
5,8601108323,"[26, 54, 28, 35, 40]","[104, 39, 1, 119, 51]"
6,8601108283,"[26, 16, 47, 53, 72]","[109, 110, 27, 101, 129]"
7,8601108236,"[40, 53, 41, 128, 39]","[98, 103, 6, 5, 97]"
8,8601108190,"[14, 15, 22, 31, 38]","[26, 21, 33, 1, 87]"
9,8601108094,"[49, 59, 39, 105, 88]","[35, 54, 37, 86, 129]"
10,8601108004,"[26, 97, 101, 138, 39]","[12, 64, 38, 19, 128]"
11,8601107937,"[99, 7, 17, 91, 98]","[123, 30, 90, 57, 109]"
12,8601107914,"[17, 64, 6, 49, 30]","[53, 47, 2, 1, 48]"
13,8601107888,"[101, 61, 7, 49, 71]","[2, 70, 64, 84, 88]"
14,8601107790,"[111, 67, 108, 137, 15]","[48, 14, 129, 26, 128]"
15,8601107787,"[40, 96, 88, 49, 53]","[51, 56, 94, 28, 64]"
16,8601107776,"[53, 1, 85, 86, 129]","[72, 2, 52, 7, 128]"
17,8601107721,"[39, 44, 37, 102, 14]","[53, 86, 42, 59, 41]"
18,8601107718,"[79, 36, 56, 14, 112]","[12, 64, 52, 106, 110]"
19,8601107653,"[39, 89, 28, 8, 131]","[95, 31, 76, 123, 108]"
20,8601107650,"[53, 14, 27, 74, 111]","[129, 64, 128, 98, 93]"
21,8601107607,"[54, 28, 39, 71, 26]","[106, 70, 96, 2, 21]"
22,8601107569,"[89, 3, 108, 88, 53]","[75, 17, 135, 8, 40]"
23,8601107567,"[100, 47, 123, 35, 11]","[51, 129, 101, 13, 70]"
24,8601107558,"[95, 22, 40, 2, 36]","[81, 28, 39, 14, 84]"
25,8601107517,"[121, 59, 104, 11, 126]","[99, 21, 41, 9, 37]"
26,8601107506,"[5, 6, 131, 110, 39]","[114, 128, 64, 98, 1]"
27,8601107477,"[39, 56, 84, 120, 30]","[8, 64, 106, 2, 110]"
28,8601107370,"[101, 60, 34, 86, 136]","[114, 29, 47, 54, 85]"
29,8601107353,"[51, 11, 74, 129, 102]","[27, 59, 12, 126, 106]"
30,8601107231,"[68, 64, 19, 70, 53]","[75, 59, 93, 13, 135]"
31,8601107225,"[56, 21, 110, 14, 102]","[1, 101, 31, 36, 2]"
32,8601107177,"[96, 45, 67, 59, 75]","[97, 58, 49, 14, 6]"
33,8601107031,"[35, 54, 87, 96, 123]","[45, 6, 137, 40, 136]"
34,8601106871,"[2, 131, 27, 46, 95]","[77, 106, 7, 45, 49]"
35,8601106853,"[96, 14, 75, 61, 50]","[102, 27, 7, 28, 5]"
36,8601106792,"[16, 121, 84, 52, 53]","[103, 57, 1, 30, 26]"
37,8601106643,"[43, 128, 109, 14, 62]","[99, 63, 31, 22, 11]"
38,8601106538,"[40, 105, 94, 7, 59]","[39, 71, 87, 56, 90]"
39,8601106495,"[79, 69, 71, 67, 59]","[2, 87, 11, 26, 8]"
40,8601106485,"[10, 19, 35, 98, 31]","[7, 49, 74, 2, 86]"
41,8601106445,"[128, 32, 51, 35, 2]","[38, 136, 74, 26, 48]"
42,8601106357,"[7, 41, 39, 9, 32]","[33, 131, 111, 11, 35]"
43,8601106259,"[77, 39, 97, 8, 26]","[22, 48, 75, 137, 100]"
44,8601106168,"[40, 47, 129, 87, 145]","[96, 9, 81, 39, 27]"
45,8601106151,"[36, 71, 87, 8, 104]","[85, 111, 64, 98, 9]"
46,8601106092,"[58, 52, 94, 108, 136]","[55, 66, 10, 8, 1]"
47,8601106036,"[74, 18, 75, 2, 14]","[102, 137, 121, 101, 12]"
48,8601105969,"[22, 72, 46, 45, 105]","[64, 8, 33, 19, 39]"
49,8601105883,"[102, 11, 71, 106, 87]","[49, 101, 111, 75, 1]"
50,8601105794,"[63, 48, 87, 29, 11]","[54, 36, 105, 106, 27]"
51,8601105784,"[52, 2, 7, 91, 21]","[49, 137, 88, 128, 13]"
52,8601105732,"[48, 28, 110, 26, 13]","[128, 36, 8, 69, 20]"
53,8601105724,"[46, 5, 40, 1, 120]","[104, 84, 49, 100, 13]"
54,8601105704,"[44, 23, 31, 75, 7]","[68, 135, 108, 67, 51]"
55,8601105656,"[128, 28, 120, 17, 89]","[26, 98, 2, 63, 84]"
56,8601105646,"[64, 21, 106, 137, 54]","[12, 22, 35, 108, 39]"
57,8601105626,"[136, 75, 72, 78, 63]","[47, 23, 67, 5, 3]"
58,8601105618,"[19, 42, 37, 128, 53]","[94, 71, 35, 87, 49]"
59,8601105569,"[119, 2, 13, 62, 8]","[101, 53, 71, 21, 128]"
60,8601105471,"[21, 78, 26, 72, 29]","[20, 52, 114, 110, 129]"
61,8601105449,"[126, 70, 88, 37, 72]","[106, 100, 75, 71, 109]"
62,8601105422,"[54, 97, 21, 65, 64]","[11, 119, 92, 26, 63]"
63,8601105403,"[97, 26, 25, 8, 30]","[14, 37, 44, 110, 4]"
64,8601105402,"[106, 75, 114, 137, 52]","[129, 110, 18, 14, 7]"
65,8601105329,"[35, 72, 29, 86, 49]","[30, 98, 8, 129, 64]"
66,8601105290,"[22, 70, 36, 104, 74]","[30, 129, 46, 86, 87]"
67,8601105240,"[131, 14, 8, 13, 47]","[73, 74, 2, 41, 110]"
68,8601105184,"[105, 31, 108, 63, 39]","[64, 68, 1, 129, 36]"
69,8601105111,"[14, 31, 12, 39, 53]","[22, 96, 45, 81, 64]"
70,8601105109,"[49, 8, 86, 120, 79]","[135, 39, 97, 14, 102]"
71,8601105102,"[53, 19, 14, 8, 32]","[44, 7, 25, 114, 107]"
72,8601105059,"[37, 93, 35, 101, 28]","[14, 8, 30, 2, 19]"
73,8601105027,"[31, 101, 4, 21, 13]","[89, 2, 48, 114, 40]"
74,8601104957,"[37, 128, 23, 8, 63]","[30, 121, 77, 70, 56]"
75,8601104921,"[106, 41, 7, 101, 87]","[64, 105, 96, 70, 74]"
76,8601104920,"[123, 2, 39, 63, 66]","[30, 73, 31, 104, 145]"
77,8601104893,"[74, 31, 38, 63, 14]","[75, 42, 40, 54, 138]"
78,8601104674,"[84, 138, 8, 137, 86]","[21, 53, 73, 54, 39]"
79,8601104555,"[70, 86, 14, 2, 95]","[8, 34, 73, 121, 59]"
80,8601104427,"[14, 86, 101, 64, 46]","[26, 2, 8, 88, 19]"
81,8601097493,"[38, 71, 70, 40, 105]","[85, 74, 84, 35, 26]"
82,8601097372,"[6, 5, 35, 100, 28]","[44, 11, 50, 49, 119]"
83,8601097320,"[14, 129, 107, 26, 63]","[59, 98, 112, 64, 70]"
84,8601097255,"[75, 96, 2, 1, 79]","[62, 49, 85, 138, 84]"
85,8601097232,"[26, 39, 70, 128, 97]","[17, 8, 40, 60, 73]"
86,8601097223,"[30, 145, 14, 86, 98]","[53, 123, 28, 27, 71]"
87,8601097185,"[86, 40, 109, 7, 26]","[15, 54, 64, 35, 63]"
88,8601097180,"[14, 40, 136, 10, 96]","[87, 28, 17, 54, 21]"
89,8601097133,"[58, 38, 61, 84, 35]","[10, 62, 101, 71, 34]"
90,8601097123,"[105, 17, 102, 45, 32]","[136, 87, 4, 22, 135]"
91,8601097107,"[45, 65, 26, 129, 114]","[102, 126, 64, 53, 123]"
92,8601097081,"[7, 45, 31, 11, 54]","[97, 50, 88, 81, 136]"
93,8601096997,"[14, 137, 73, 75, 26]","[135, 3, 31, 70, 106]"
94,8601096966,"[82, 49, 52, 71, 128]","[120, 47, 30, 73, 48]"
95,8601096911,"[53, 86, 98, 145, 104]","[35, 11, 96, 20, 56]"
96,8601096879,"[59, 96, 9, 34, 53]","[126, 1, 87, 123, 7]"
97,8601096835,"[97, 109, 21, 136, 34]","[64, 102, 101, 53, 5]"
98,8601096812,"[123, 84, 80, 63, 47]","[114, 59, 12, 3, 145]"
99,8601096695,"[23, 53, 47, 40, 70]","[50, 45, 73, 6, 96]"
0,8601096673,"[51, 81, 20, 70, 119]","[88, 97, 72, 30, 26]"
1,8601096642,"[44, 86, 84, 100, 29]","[111, 76, 11, 98, 41]"
2,8601096641,"[35, 7, 43, 9, 41]","[29, 51, 48, 28, 60]"
3,8601096371,"[16, 145, 114, 50, 40]","[120, 35, 8, 59, 31]"
4,8601096273,"[8, 7, 47, 96, 45]","[79, 13, 98, 54, 37]"
5,8601096262,"[28, 17, 40, 8, 53]","[79, 121, 11, 97, 67]"
6,8601096245,"[14, 32, 53, 131, 52]","[135, 62, 8, 126, 26]"
7,8601096156,"[97, 106, 109, 28, 30]","[72, 91, 22, 87, 36]"
8,8601096110,"[86, 85, 29, 8, 64]","[131, 75, 59, 39, 2]"
9,8601095954,"[54, 100, 53, 70, 39]","[25, 60, 8, 26, 123]"
10,8601095927,"[87, 106, 72, 121, 135]","[53, 128, 88, 52, 64]"
11,8601095916,"[47, 54, 73, 5, 13]","[14, 107, 63, 59, 128]"
12,8601095763,"[83, 35, 120, 26, 10]","[86, 108, 74, 14, 1]"
13,8601095750,"[48, 36, 39, 120, 100]","[6, 4, 28, 7, 75]"
14,8601095694,"[64, 52, 128, 96, 8]","[51, 63, 17, 102, 5]"
15,8601095641,"[76, 37, 2, 93, 21]","[72, 7, 102, 31, 27]"
16,8601095455,"[76, 102, 26, 44, 105]","[47, 84, 54, 17, 75]"
17,8601095440,"[53, 42, 129, 98, 26]","[7, 35, 94, 137, 74]"
18,8601095346,"[64, 49, 110, 8, 74]","[88, 76, 108, 21, 84]"
19,8601095306,"[86, 1, 29, 39, 105]","[85, 145, 36, 28, 88]"
20,8601095289,"[138, 21, 97, 53, 102]","[14, 41, 40, 38, 17]"
21,8601095245,"[92, 54, 49, 114, 75]","[104, 145, 105, 37, 47]"
22,8601095181,"[17, 8, 29, 111, 31]","[46, 64, 71, 47, 30]"
23,8601095133,"[39, 1, 5, 29, 7]","[6, 104, 128, 45, 53]"
24,8601095113,"[28, 12, 27, 101, 11]","[135, 128, 22, 109, 13]"
25,8601095066,"[43, 31, 11, 69, 44]","[75, 102, 26, 60, 21]"
26,8601095048,"[48, 126, 137, 135, 86]","[102, 64, 22, 101, 63]"
27,8601094935,"[59, 68, 88, 41, 129]","[126, 47, 8, 31, 81]"
28,8601094921,"[104, 6, 28, 31, 21]","[26, 64, 98, 13, 63]"
29,8601094872,"[7, 120, 15, 22, 75]","[19, 11, 21, 97, 86]"
30,8601094754,"[59, 96, 30, 145, 14]","[39, 53, 86, 128, 47]"
31,8601094751,"[68, 12, 11, 15, 32]","[101, 86, 4, 104, 49]"
32,8601094745,"[64, 86, 70, 40, 14]","[13, 63, 98, 37, 31]"
33,8601094744,"[77, 14, 10, 36, 52]","[8, 100, 74, 129, 63]"
34,8601094548,"[59, 14, 31, 8, 129]","[47, 63, 135, 32, 64]"
35,8601094383,"[137, 27, 35, 53, 51]","[86, 2, 8, 16, 30]"
36,8601094308,"[54, 39, 123, 30, 135]","[21, 11, 104, 86, 7]"
37,8601094144,"[25, 109, 14, 7, 48]","[136, 53, 71, 8, 114]"
38,8601094115,"[128, 129, 26, 39, 48]","[52, 137, 54, 59, 40]"
39,8601094092,"[87, 25, 54, 14, 98]","[104, 31, 106, 136, 19]"
40,8601094063,"[63, 37, 119, 97, 40]","[86, 66, 81, 46, 30]"
41,8601094043,"[136, 76, 53, 29, 87]","[137, 70, 96, 64, 31]"
42,8601094025,"[92, 41, 53, 74, 73]","[87, 129, 18, 17, 22]"
43,8601093966,"[109, 104, 11, 31, 128]","[84, 28, 6, 17, 39]"
44,8601093947,"[33, 14, 76, 48, 37]","[123, 106, 102, 28, 145]"
45,8601093818,"[66, 26, 21, 14, 94]","[52, 10, 2, 113, 123]"
46,8601093596,"[87, 102, 22, 135, 52]","[21, 73, 7, 76, 64]"
47,8601093444,"[5, 86, 88, 70, 74]","[109, 30, 80, 128, 78]"
48,8601093285,"[114, 31, 96, 101, 8]","[40, 21, 63, 53, 28]"
49,8601093222,"[86, 100, 97, 8, 53]","[72, 48, 26, 104, 71]"
50,8601093206,"[128, 8, 21, 97, 68]","[73, 30, 59, 137, 36]"
51,8601093194,"[39, 75, 61, 63, 11]","[22, 7, 73, 81, 64]"
52,8601092891,"[1, 88, 111, 26, 53]","[97, 106, 30, 86, 10]"
53,8601092843,"[101, 48, 14, 67, 145]","[72, 135, 76, 105, 27]"
54,8601092763,"[45, 25, 55, 103, 21]","[31, 8, 121, 7, 110]"
55,8601092716,"[2, 5, 32, 8, 35]","[56, 73, 7, 39, 15]"
56,8601092663,"[31, 4, 145, 21, 107]","[120, 49, 27, 101, 128]"
57,8601092616,"[98, 76, 8, 75, 71]","[54, 64, 51, 86, 49]"
58,8601092607,"[9, 16, 70, 22, 19]","[100, 107, 6, 58, 20]"
59,8601092601,"[112, 13, 123, 104, 109]","[1, 86, 39, 63, 129]"
60,8601092560,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
61,8601092532,"[35, 31, 29, 48, 75]","[11, 22, 8, 5, 98]"
62,8601092506,"[64, 10, 27, 106, 63]","[40, 104, 126, 110, 109]"
63,8601092419,"[49, 14, 72, 97, 86]","[4, 129, 119, 35, 28]"
64,8601092356,"[135, 110, 14, 44, 22]","[49, 11, 51, 87, 65]"
65,8601092273,"[19, 21, 8, 53, 110]","[4, 96, 45, 30, 54]"
66,8601092254,"[49, 71, 131, 120, 62]","[59, 27, 42, 2, 70]"
67,8601092162,"[17, 100, 64, 77, 8]","[86, 69, 32, 19, 71]"
68,8601091944,"[36, 86, 113, 8, 35]","[129, 64, 100, 49, 25]"
69,8601091937,"[95, 52, 40, 14, 87]","[59, 58, 64, 28, 8]"
70,8601091932,"[120, 8, 112, 71, 11]","[4, 111, 49, 126, 98]"
71,8601091825,"[80, 8, 27, 2, 100]","[39, 76, 129, 26, 53]"
72,8601091817,"[49, 14, 102, 128, 17]","[129, 120, 109, 123, 75]"
73,8601091718,"[104, 121, 109, 26, 74]","[7, 73, 23, 105, 91]"
74,8601091679,"[53, 123, 128, 135, 106]","[101, 48, 84, 52, 2]"
75,8601091674,"[28, 63, 69, 5, 128]","[64, 10, 88, 39, 98]"
76,8601091659,"[54, 74, 84, 27, 40]","[78, 51, 52, 81, 36]"
77,8601091577,"[1, 13, 71, 78, 26]","[28, 30, 123, 74, 63]"
78,8601091503,"[104, 70, 74, 64, 131]","[17, 72, 27, 52, 40]"
79,8601091491,"[112, 15, 70, 39, 26]","[46, 62, 47, 21, 135]"
80,8601091445,"[57, 128, 101, 56, 17]","[52, 49, 145, 14, 45]"
81,8601091409,"[14, 54, 35, 105, 49]","[40, 47, 41, 85, 110]"
82,8601091181,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
83,8601091126,"[17, 8, 50, 88, 14]","[54, 137, 2, 64, 30]"
84,8601091060,"[14, 11, 129, 8, 27]","[109, 128, 28, 73, 71]"
85,8601091059,"[20, 104, 8, 64, 138]","[126, 84, 21, 38, 53]"
86,8601091056,"[88, 91, 14, 74, 94]","[2, 80, 26, 65, 7]"
87,8601090856,"[26, 97, 36, 5, 8]","[4, 137, 105, 49, 63]"
88,8601090853,"[11, 96, 53, 26, 123]","[88, 14, 136, 27, 114]"
89,8601090837,"[84, 102, 32, 14, 46]","[101, 38, 63, 64, 35]"
90,8601090723,"[19, 5, 22, 52, 120]","[1, 2, 79, 14, 106]"
91,8601090722,"[86, 14, 129, 13, 12]","[20, 114, 26, 138, 2]"
92,8601090685,"[93, 84, 86, 56, 74]","[2, 90, 64, 46, 72]"
93,8601090665,"[131, 6, 20, 17, 96]","[92, 12, 87, 39, 34]"
94,8601090629,"[40, 8, 30, 104, 129]","[137, 21, 70, 38, 101]"
95,8601090550,"[26, 47, 73, 52, 70]","[98, 3, 49, 7, 13]"
96,8601090546,"[128, 14, 8, 106, 88]","[96, 31, 76, 75, 1]"
97,8601090437,"[129, 14, 1, 119, 22]","[100, 74, 96, 10, 64]"
98,8601090392,"[123, 49, 76, 46, 30]","[8, 26, 78, 74, 128]"
99,8601090293,"[21, 64, 145, 87, 76]","[81, 41, 11, 35, 105]"
0,8601090248,"[5, 11, 129, 66, 10]","[8, 74, 33, 30, 45]"
1,8601090221,"[113, 37, 106, 101, 103]","[138, 66, 60, 21, 5]"
2,8601090092,"[71, 104, 75, 49, 41]","[12, 21, 97, 7, 82]"
3,8601089995,"[6, 72, 136, 87, 135]","[44, 39, 63, 30, 129]"
4,8601089992,"[7, 110, 57, 84, 21]","[32, 14, 40, 82, 60]"
5,8601089959,"[39, 5, 100, 129, 6]","[26, 73, 97, 16, 90]"
6,8601089860,"[72, 26, 13, 64, 36]","[123, 37, 2, 39, 49]"
7,8601089819,"[40, 75, 25, 41, 64]","[101, 8, 71, 7, 14]"
8,8601089815,"[47, 30, 22, 21, 5]","[0, 31, 6, 37, 42]"
9,8601089785,"[14, 119, 98, 41, 21]","[36, 75, 26, 136, 145]"
10,8601089749,"[29, 26, 7, 14, 44]","[101, 129, 21, 68, 93]"
11,8601089728,"[8, 59, 129, 7, 14]","[102, 2, 74, 30, 78]"
12,8601089656,"[8, 101, 2, 86, 64]","[39, 28, 63, 97, 46]"
13,8601089642,"[28, 4, 71, 74, 128]","[63, 40, 98, 105, 86]"
14,8601089624,"[13, 74, 110, 129, 109]","[86, 12, 29, 11, 91]"
15,8601089579,"[93, 65, 45, 81, 7]","[52, 135, 128, 114, 126]"
16,8601089546,"[72, 111, 59, 123, 102]","[128, 48, 98, 40, 20]"
17,8601089537,"[11, 2, 36, 111, 21]","[53, 73, 72, 16, 123]"
18,8601089517,"[75, 40, 47, 71, 1]","[98, 22, 138, 53, 119]"
19,8601089516,"[39, 52, 70, 68, 2]","[86, 145, 74, 96, 51]"
20,8601089485,"[85, 74, 41, 68, 19]","[7, 53, 8, 13, 129]"
21,8601089444,"[63, 101, 53, 106, 42]","[50, 13, 87, 2, 109]"
22,8601089407,"[22, 41, 87, 8, 39]","[59, 7, 129, 102, 26]"
23,8601089385,"[8, 101, 86, 100, 129]","[126, 97, 64, 59, 27]"
24,8601089348,"[46, 35, 71, 106, 15]","[108, 27, 40, 86, 95]"
25,8601089309,"[11, 98, 75, 53, 71]","[21, 54, 59, 69, 40]"
26,8601089220,"[97, 106, 39, 136, 27]","[110, 86, 70, 13, 64]"
27,8601089213,"[75, 137, 37, 39, 80]","[63, 7, 102, 105, 1]"
28,8601089191,"[75, 7, 94, 37, 83]","[53, 14, 120, 15, 35]"
29,8601089098,"[123, 59, 109, 98, 85]","[6, 86, 27, 53, 96]"
30,8601089097,"[87, 11, 7, 40, 19]","[98, 100, 101, 4, 75]"
31,8601089095,"[123, 96, 13, 21, 53]","[106, 37, 104, 52, 63]"
32,8601089016,"[27, 16, 21, 51, 67]","[39, 18, 84, 71, 7]"
33,8601088965,"[137, 47, 105, 49, 32]","[70, 104, 86, 39, 66]"
34,8601088929,"[40, 86, 74, 104, 67]","[64, 68, 28, 8, 35]"
35,8601088796,"[63, 53, 98, 54, 136]","[35, 137, 14, 41, 5]"
36,8601088632,"[27, 39, 102, 46, 2]","[129, 35, 19, 62, 26]"
37,8601088599,"[44, 105, 135, 101, 19]","[26, 28, 38, 86, 32]"
38,8601088578,"[85, 14, 46, 11, 97]","[26, 129, 82, 73, 70]"
39,8601088383,"[64, 98, 76, 40, 75]","[12, 53, 102, 145, 31]"
40,8601088229,"[36, 26, 8, 29, 110]","[128, 129, 31, 13, 44]"
41,8601088142,"[39, 96, 46, 31, 119]","[1, 35, 86, 14, 19]"
42,8601088074,"[86, 88, 105, 8, 98]","[74, 53, 39, 136, 21]"
43,8601088058,"[101, 110, 72, 64, 74]","[14, 48, 37, 135, 11]"
44,8601087960,"[14, 45, 8, 101, 136]","[12, 104, 88, 84, 36]"
45,8601087958,"[87, 120, 100, 69, 8]","[49, 84, 34, 51, 129]"
46,8601087947,"[27, 19, 10, 14, 2]","[75, 74, 42, 94, 63]"
47,8601087844,"[111, 7, 53, 107, 2]","[90, 49, 72, 97, 40]"
48,8601087783,"[52, 8, 129, 101, 112]","[49, 14, 100, 26, 37]"
49,8601087646,"[7, 91, 1, 50, 14]","[98, 74, 52, 70, 21]"
50,8601087609,"[2, 13, 110, 111, 48]","[5, 8, 123, 17, 14]"
51,8601087598,"[105, 102, 60, 5, 82]","[17, 2, 32, 3, 40]"
52,8601087519,"[8, 31, 98, 64, 126]","[10, 2, 59, 86, 37]"
53,8601087473,"[86, 14, 98, 120, 49]","[70, 2, 39, 64, 63]"
54,8601087422,"[97, 46, 86, 2, 74]","[26, 104, 11, 8, 20]"
55,8601087409,"[87, 52, 8, 16, 30]","[75, 13, 54, 64, 40]"
56,8601087407,"[93, 119, 28, 91, 72]","[123, 54, 11, 110, 42]"
57,8601087376,"[83, 129, 70, 7, 101]","[78, 66, 54, 26, 52]"
58,8601087333,"[35, 102, 131, 86, 72]","[2, 101, 71, 15, 6]"
59,8601087326,"[106, 26, 137, 49, 14]","[30, 100, 36, 18, 88]"
60,8601087259,"[7, 76, 42, 47, 37]","[49, 136, 75, 2, 74]"
61,8601087254,"[34, 105, 20, 95, 100]","[128, 69, 129, 1, 25]"
62,8601087233,"[70, 111, 14, 107, 74]","[46, 120, 128, 64, 129]"
63,8601087215,"[45, 72, 97, 135, 34]","[21, 13, 129, 79, 48]"
64,8601087202,"[36, 91, 46, 14, 2]","[8, 105, 69, 17, 131]"
65,8601087054,"[42, 53, 36, 101, 7]","[102, 14, 11, 49, 27]"
66,8601087035,"[7, 74, 96, 46, 87]","[26, 6, 59, 136, 85]"
67,8601087016,"[101, 79, 102, 54, 52]","[67, 68, 98, 100, 59]"
68,8601087003,"[21, 5, 39, 100, 74]","[85, 120, 84, 59, 26]"
69,8601086992,"[8, 14, 98, 60, 5]","[104, 26, 1, 7, 13]"
70,8601086989,"[8, 26, 112, 35, 109]","[73, 14, 105, 18, 84]"
71,8601086988,"[8, 85, 64, 104, 59]","[45, 21, 53, 136, 14]"
72,8601086902,"[7, 114, 100, 49, 26]","[53, 3, 39, 109, 38]"
73,8601086860,"[72, 120, 121, 69, 100]","[53, 22, 40, 87, 41]"
74,8601086855,"[111, 72, 86, 129, 97]","[100, 41, 52, 64, 96]"
75,8601086810,"[98, 100, 74, 126, 10]","[111, 79, 2, 14, 95]"
